time_matrix;configurations;answer;answer_time
[[11, 10, 7], [8, 7, 9], [14, 8, 11]];[[2, 2, 3], [3, 1, 3], [3, 1, 1], [2, 1, 3], [2, 3, 3], [1, 3, 3], [3, 2, 2], [2, 1, 1], [1, 2, 1], [2, 3, 1]];[[3, 1, 3], [2, 1, 3], [2, 2, 3], [2, 3, 3], [1, 3, 3], [1, 2, 1], [2, 3, 1], [2, 1, 1], [3, 1, 1], [3, 2, 2]];133
[[11, 10, 7], [8, 7, 9], [14, 8, 11]];[[2, 2, 3], [3, 1, 3], [3, 1, 1], [2, 1, 3], [2, 3, 3], [1, 3, 3], [3, 2, 2], [2, 1, 1], [1, 2, 1], [2, 3, 1]];[[3, 1, 1], [2, 1, 1], [2, 3, 1], [1, 2, 1], [1, 3, 3], [2, 3, 3], [2, 2, 3], [2, 1, 3], [3, 1, 3], [3, 2, 2]];133
[[11, 20, 16], [9, 12, 5], [20, 5, 20]];[[1, 2, 2], [2, 2, 2], [3, 2, 2], [1, 3, 2], [3, 3, 3], [1, 1, 1], [2, 2, 3], [2, 3, 1], [3, 1, 1], [3, 3, 2]];[[1, 3, 2], [1, 2, 2], [3, 2, 2], [3, 3, 2], [3, 3, 3], [2, 2, 3], [2, 2, 2], [2, 3, 1], [1, 1, 1], [3, 1, 1]];172
[[11, 20, 16], [9, 12, 5], [20, 5, 20]];[[1, 2, 2], [2, 2, 2], [3, 2, 2], [1, 3, 2], [3, 3, 3], [1, 1, 1], [2, 2, 3], [2, 3, 1], [3, 1, 1], [3, 3, 2]];[[1, 3, 2], [1, 2, 2], [3, 2, 2], [3, 3, 2], [3, 3, 3], [2, 2, 3], [2, 2, 2], [2, 3, 1], [3, 1, 1], [1, 1, 1]];172
[[17, 6, 6], [12, 13, 8], [6, 6, 15]];[[3, 2, 1], [1, 2, 1], [3, 3, 1], [2, 3, 2], [3, 1, 1], [2, 2, 3], [3, 2, 2], [3, 1, 2], [1, 1, 3], [1, 1, 1]];[[2, 3, 2], [3, 3, 1], [3, 1, 1], [3, 1, 2], [3, 2, 2], [3, 2, 1], [1, 2, 1], [1, 1, 1], [1, 1, 3], [2, 2, 3]];132
[[5, 9, 13], [13, 7, 7], [7, 9, 13]];[[3, 2, 1], [2, 2, 3], [1, 3, 2], [3, 1, 2], [3, 3, 3], [1, 2, 1], [2, 1, 3], [2, 2, 1], [2, 3, 2], [3, 3, 1]];[[1, 3, 2], [2, 3, 2], [3, 1, 2], [3, 3, 3], [3, 3, 1], [3, 2, 1], [1, 2, 1], [2, 2, 1], [2, 2, 3], [2, 1, 3]];130
[[5, 9, 13], [13, 7, 7], [7, 9, 13]];[[3, 2, 1], [2, 2, 3], [1, 3, 2], [3, 1, 2], [3, 3, 3], [1, 2, 1], [2, 1, 3], [2, 2, 1], [2, 3, 2], [3, 3, 1]];[[1, 3, 2], [2, 3, 2], [3, 1, 2], [2, 1, 3], [2, 2, 3], [2, 2, 1], [1, 2, 1], [3, 2, 1], [3, 3, 1], [3, 3, 3]];130
[[5, 9, 13], [13, 7, 7], [7, 9, 13]];[[3, 2, 1], [2, 2, 3], [1, 3, 2], [3, 1, 2], [3, 3, 3], [1, 2, 1], [2, 1, 3], [2, 2, 1], [2, 3, 2], [3, 3, 1]];[[1, 3, 2], [2, 3, 2], [2, 1, 3], [2, 2, 3], [2, 2, 1], [1, 2, 1], [3, 2, 1], [3, 3, 1], [3, 3, 3], [3, 1, 2]];130
[[5, 9, 13], [13, 7, 7], [7, 9, 13]];[[3, 2, 1], [2, 2, 3], [1, 3, 2], [3, 1, 2], [3, 3, 3], [1, 2, 1], [2, 1, 3], [2, 2, 1], [2, 3, 2], [3, 3, 1]];[[3, 1, 2], [3, 3, 3], [3, 3, 1], [3, 2, 1], [1, 2, 1], [2, 2, 1], [2, 2, 3], [2, 1, 3], [2, 3, 2], [1, 3, 2]];130
[[5, 9, 13], [13, 7, 7], [7, 9, 13]];[[3, 2, 1], [2, 2, 3], [1, 3, 2], [3, 1, 2], [3, 3, 3], [1, 2, 1], [2, 1, 3], [2, 2, 1], [2, 3, 2], [3, 3, 1]];[[3, 3, 3], [3, 3, 1], [3, 2, 1], [1, 2, 1], [2, 2, 1], [2, 2, 3], [2, 1, 3], [3, 1, 2], [1, 3, 2], [2, 3, 2]];130
[[5, 9, 13], [13, 7, 7], [7, 9, 13]];[[3, 2, 1], [2, 2, 3], [1, 3, 2], [3, 1, 2], [3, 3, 3], [1, 2, 1], [2, 1, 3], [2, 2, 1], [2, 3, 2], [3, 3, 1]];[[3, 3, 3], [3, 3, 1], [3, 2, 1], [1, 2, 1], [2, 2, 1], [2, 2, 3], [2, 1, 3], [3, 1, 2], [2, 3, 2], [1, 3, 2]];130
[[14, 19, 7], [10, 6, 20], [10, 14, 14]];[[1, 2, 2], [3, 3, 3], [3, 2, 1], [2, 3, 1], [3, 1, 3], [2, 3, 2], [1, 2, 3], [3, 2, 3], [1, 3, 3], [3, 3, 2]];[[1, 2, 2], [1, 2, 3], [1, 3, 3], [3, 3, 3], [3, 3, 2], [2, 3, 2], [2, 3, 1], [3, 2, 1], [3, 2, 3], [3, 1, 3]];155
[[14, 19, 7], [10, 6, 20], [10, 14, 14]];[[1, 2, 2], [3, 3, 3], [3, 2, 1], [2, 3, 1], [3, 1, 3], [2, 3, 2], [1, 2, 3], [3, 2, 3], [1, 3, 3], [3, 3, 2]];[[3, 1, 3], [3, 2, 3], [3, 2, 1], [2, 3, 1], [2, 3, 2], [3, 3, 2], [3, 3, 3], [1, 3, 3], [1, 2, 3], [1, 2, 2]];155
[[13, 16, 18], [20, 19, 15], [7, 11, 15]];[[1, 1, 1], [3, 2, 3], [1, 2, 1], [1, 3, 3], [3, 3, 3], [3, 3, 1], [2, 2, 1], [1, 1, 3], [2, 2, 3], [3, 2, 1]];[[1, 1, 1], [1, 1, 3], [1, 3, 3], [3, 3, 3], [3, 3, 1], [3, 2, 1], [3, 2, 3], [2, 2, 3], [2, 2, 1], [1, 2, 1]];165
[[13, 16, 18], [20, 19, 15], [7, 11, 15]];[[1, 1, 1], [3, 2, 3], [1, 2, 1], [1, 3, 3], [3, 3, 3], [3, 3, 1], [2, 2, 1], [1, 1, 3], [2, 2, 3], [3, 2, 1]];[[1, 2, 1], [2, 2, 1], [2, 2, 3], [3, 2, 3], [3, 2, 1], [3, 3, 1], [3, 3, 3], [1, 3, 3], [1, 1, 3], [1, 1, 1]];165
[[16, 13, 6], [6, 5, 19], [18, 15, 14]];[[2, 1, 1], [3, 1, 2], [1, 1, 1], [3, 3, 2], [3, 2, 3], [1, 2, 3], [1, 1, 2], [1, 2, 1], [2, 3, 2], [1, 1, 3]];[[3, 2, 3], [1, 2, 3], [1, 1, 3], [1, 1, 2], [3, 1, 2], [3, 3, 2], [2, 3, 2], [2, 1, 1], [1, 1, 1], [1, 2, 1]];145
[[20, 15, 7], [19, 11, 17], [6, 16, 16]];[[1, 3, 3], [3, 3, 3], [3, 3, 1], [1, 2, 1], [2, 3, 3], [1, 2, 2], [3, 3, 2], [2, 2, 1], [1, 3, 1], [1, 3, 2]];[[3, 3, 1], [3, 3, 2], [3, 3, 3], [2, 3, 3], [1, 3, 3], [1, 3, 1], [1, 3, 2], [1, 2, 2], [1, 2, 1], [2, 2, 1]];151
[[7, 20, 13], [8, 12, 17], [16, 13, 15]];[[3, 2, 2], [2, 1, 2], [2, 3, 3], [3, 3, 1], [1, 1, 1], [2, 2, 3], [3, 1, 3], [3, 1, 1], [1, 3, 2], [1, 3, 1]];[[1, 1, 1], [3, 1, 1], [3, 3, 1], [1, 3, 1], [1, 3, 2], [2, 3, 3], [2, 2, 3], [2, 1, 2], [3, 2, 2], [3, 1, 3]];197
[[10, 13, 9], [17, 5, 9], [11, 18, 11]];[[3, 3, 3], [2, 3, 1], [1, 2, 3], [2, 3, 2], [1, 3, 3], [2, 2, 3], [1, 1, 1], [1, 2, 1], [2, 1, 1], [1, 3, 1]];[[3, 3, 3], [1, 3, 3], [1, 2, 3], [2, 2, 3], [2, 3, 2], [2, 3, 1], [2, 1, 1], [1, 1, 1], [1, 2, 1], [1, 3, 1]];136
[[10, 13, 9], [17, 5, 9], [11, 18, 11]];[[3, 3, 3], [2, 3, 1], [1, 2, 3], [2, 3, 2], [1, 3, 3], [2, 2, 3], [1, 1, 1], [1, 2, 1], [2, 1, 1], [1, 3, 1]];[[3, 3, 3], [1, 3, 3], [1, 2, 3], [2, 2, 3], [2, 3, 2], [2, 3, 1], [2, 1, 1], [1, 1, 1], [1, 3, 1], [1, 2, 1]];136
[[19, 15, 17], [9, 10, 8], [6, 12, 8]];[[2, 3, 1], [3, 1, 2], [3, 3, 3], [3, 2, 2], [1, 3, 2], [2, 3, 2], [2, 1, 2], [1, 2, 2], [3, 2, 1], [1, 2, 1]];[[2, 3, 1], [2, 3, 2], [2, 1, 2], [3, 1, 2], [3, 2, 2], [3, 2, 1], [3, 3, 3], [1, 3, 2], [1, 2, 2], [1, 2, 1]];146
[[19, 15, 17], [9, 10, 8], [6, 12, 8]];[[2, 3, 1], [3, 1, 2], [3, 3, 3], [3, 2, 2], [1, 3, 2], [2, 3, 2], [2, 1, 2], [1, 2, 2], [3, 2, 1], [1, 2, 1]];[[3, 3, 3], [3, 2, 1], [3, 2, 2], [3, 1, 2], [2, 1, 2], [2, 3, 1], [2, 3, 2], [1, 3, 2], [1, 2, 2], [1, 2, 1]];146
[[19, 15, 17], [9, 10, 8], [6, 12, 8]];[[2, 3, 1], [3, 1, 2], [3, 3, 3], [3, 2, 2], [1, 3, 2], [2, 3, 2], [2, 1, 2], [1, 2, 2], [3, 2, 1], [1, 2, 1]];[[3, 3, 3], [3, 2, 1], [3, 2, 2], [3, 1, 2], [2, 1, 2], [2, 3, 2], [2, 3, 1], [1, 3, 2], [1, 2, 2], [1, 2, 1]];146
[[7, 16, 8], [15, 9, 6], [5, 18, 13]];[[3, 2, 1], [1, 2, 2], [3, 1, 2], [2, 2, 2], [2, 1, 3], [1, 1, 1], [1, 3, 3], [1, 3, 2], [1, 2, 3], [1, 1, 3]];[[3, 2, 1], [1, 2, 3], [1, 3, 3], [1, 1, 3], [2, 1, 3], [2, 2, 2], [1, 2, 2], [1, 3, 2], [3, 1, 2], [1, 1, 1]];154
[[10, 16, 11], [8, 7, 14], [18, 10, 20]];[[2, 1, 3], [3, 2, 2], [1, 1, 2], [3, 1, 3], [2, 1, 1], [1, 3, 2], [3, 1, 1], [1, 2, 2], [3, 3, 1], [2, 2, 2]];[[3, 2, 2], [2, 2, 2], [1, 2, 2], [1, 1, 2], [1, 3, 2], [3, 3, 1], [3, 1, 1], [2, 1, 1], [2, 1, 3], [3, 1, 3]];160
[[10, 16, 11], [8, 7, 14], [18, 10, 20]];[[2, 1, 3], [3, 2, 2], [1, 1, 2], [3, 1, 3], [2, 1, 1], [1, 3, 2], [3, 1, 1], [1, 2, 2], [3, 3, 1], [2, 2, 2]];[[3, 1, 3], [2, 1, 3], [2, 1, 1], [3, 1, 1], [3, 3, 1], [1, 3, 2], [1, 1, 2], [1, 2, 2], [3, 2, 2], [2, 2, 2]];160
[[10, 16, 11], [8, 7, 14], [18, 10, 20]];[[2, 1, 3], [3, 2, 2], [1, 1, 2], [3, 1, 3], [2, 1, 1], [1, 3, 2], [3, 1, 1], [1, 2, 2], [3, 3, 1], [2, 2, 2]];[[3, 1, 3], [2, 1, 3], [2, 1, 1], [3, 1, 1], [3, 3, 1], [1, 3, 2], [1, 1, 2], [1, 2, 2], [2, 2, 2], [3, 2, 2]];160
[[15, 10, 20], [6, 19, 17], [7, 12, 8]];[[1, 1, 3], [2, 2, 2], [1, 2, 3], [3, 1, 3], [1, 2, 2], [1, 3, 3], [1, 3, 1], [1, 1, 1], [2, 1, 3], [3, 2, 1]];[[1, 1, 3], [1, 1, 1], [1, 3, 1], [1, 3, 3], [1, 2, 3], [1, 2, 2], [2, 2, 2], [3, 2, 1], [3, 1, 3], [2, 1, 3]];153
[[15, 10, 20], [6, 19, 17], [7, 12, 8]];[[1, 1, 3], [2, 2, 2], [1, 2, 3], [3, 1, 3], [1, 2, 2], [1, 3, 3], [1, 3, 1], [1, 1, 1], [2, 1, 3], [3, 2, 1]];[[3, 1, 3], [3, 2, 1], [2, 2, 2], [1, 2, 2], [1, 2, 3], [1, 3, 3], [1, 3, 1], [1, 1, 1], [1, 1, 3], [2, 1, 3]];153
[[12, 7, 7], [5, 15, 14], [16, 12, 13]];[[1, 3, 3], [3, 3, 3], [3, 2, 2], [1, 3, 1], [2, 3, 1], [2, 1, 2], [1, 1, 1], [3, 2, 1], [1, 2, 2], [3, 3, 1]];[[1, 3, 3], [3, 3, 3], [3, 3, 1], [2, 3, 1], [1, 3, 1], [1, 1, 1], [3, 2, 1], [3, 2, 2], [1, 2, 2], [2, 1, 2]];144
[[12, 14, 14], [5, 11, 17], [13, 6, 10]];[[3, 2, 2], [1, 2, 1], [3, 2, 1], [2, 2, 2], [1, 1, 2], [2, 1, 1], [2, 1, 3], [1, 3, 2], [1, 1, 3], [1, 3, 3]];[[1, 2, 1], [3, 2, 1], [3, 2, 2], [2, 2, 2], [2, 1, 1], [2, 1, 3], [1, 1, 3], [1, 3, 3], [1, 3, 2], [1, 1, 2]];138
[[12, 14, 14], [5, 11, 17], [13, 6, 10]];[[3, 2, 2], [1, 2, 1], [3, 2, 1], [2, 2, 2], [1, 1, 2], [2, 1, 1], [2, 1, 3], [1, 3, 2], [1, 1, 3], [1, 3, 3]];[[1, 1, 2], [1, 3, 2], [1, 3, 3], [1, 1, 3], [2, 1, 3], [2, 1, 1], [2, 2, 2], [3, 2, 2], [3, 2, 1], [1, 2, 1]];138
[[11, 19, 5], [7, 15, 5], [5, 5, 19]];[[2, 1, 1], [3, 2, 3], [2, 1, 3], [3, 1, 2], [3, 3, 3], [2, 2, 2], [1, 2, 3], [3, 2, 1], [1, 3, 2], [1, 1, 3]];[[3, 1, 2], [3, 2, 1], [2, 2, 2], [2, 1, 1], [2, 1, 3], [1, 1, 3], [1, 2, 3], [3, 2, 3], [3, 3, 3], [1, 3, 2]];144
[[11, 19, 5], [7, 15, 5], [5, 5, 19]];[[2, 1, 1], [3, 2, 3], [2, 1, 3], [3, 1, 2], [3, 3, 3], [2, 2, 2], [1, 2, 3], [3, 2, 1], [1, 3, 2], [1, 1, 3]];[[3, 1, 2], [1, 3, 2], [3, 3, 3], [3, 2, 3], [1, 2, 3], [1, 1, 3], [2, 1, 3], [2, 1, 1], [2, 2, 2], [3, 2, 1]];144
[[11, 19, 5], [7, 15, 5], [5, 5, 19]];[[2, 1, 1], [3, 2, 3], [2, 1, 3], [3, 1, 2], [3, 3, 3], [2, 2, 2], [1, 2, 3], [3, 2, 1], [1, 3, 2], [1, 1, 3]];[[3, 3, 3], [3, 2, 3], [1, 2, 3], [1, 1, 3], [2, 1, 3], [2, 1, 1], [2, 2, 2], [3, 2, 1], [3, 1, 2], [1, 3, 2]];144
[[16, 17, 6], [17, 6, 12], [5, 10, 18]];[[3, 1, 3], [1, 2, 2], [1, 3, 2], [1, 2, 1], [2, 2, 1], [2, 3, 1], [1, 3, 1], [1, 1, 1], [2, 2, 2], [1, 2, 3]];[[3, 1, 3], [1, 1, 1], [1, 2, 1], [1, 2, 3], [1, 2, 2], [1, 3, 2], [1, 3, 1], [2, 3, 1], [2, 2, 1], [2, 2, 2]];146
[[10, 9, 16], [18, 9, 9], [17, 18, 10]];[[2, 3, 1], [1, 3, 1], [2, 2, 1], [3, 2, 2], [3, 1, 2], [2, 1, 1], [1, 3, 2], [3, 3, 2], [1, 1, 2], [2, 3, 3]];[[1, 3, 1], [1, 3, 2], [3, 3, 2], [3, 2, 2], [3, 1, 2], [1, 1, 2], [2, 1, 1], [2, 2, 1], [2, 3, 1], [2, 3, 3]];161
[[10, 9, 16], [18, 9, 9], [17, 18, 10]];[[2, 3, 1], [1, 3, 1], [2, 2, 1], [3, 2, 2], [3, 1, 2], [2, 1, 1], [1, 3, 2], [3, 3, 2], [1, 1, 2], [2, 3, 3]];[[2, 2, 1], [2, 1, 1], [2, 3, 1], [1, 3, 1], [1, 3, 2], [1, 1, 2], [3, 1, 2], [3, 2, 2], [3, 3, 2], [2, 3, 3]];161
[[10, 9, 16], [18, 9, 9], [17, 18, 10]];[[2, 3, 1], [1, 3, 1], [2, 2, 1], [3, 2, 2], [3, 1, 2], [2, 1, 1], [1, 3, 2], [3, 3, 2], [1, 1, 2], [2, 3, 3]];[[2, 2, 1], [2, 1, 1], [1, 1, 2], [3, 1, 2], [3, 2, 2], [3, 3, 2], [1, 3, 2], [1, 3, 1], [2, 3, 1], [2, 3, 3]];161
[[10, 9, 16], [18, 9, 9], [17, 18, 10]];[[2, 3, 1], [1, 3, 1], [2, 2, 1], [3, 2, 2], [3, 1, 2], [2, 1, 1], [1, 3, 2], [3, 3, 2], [1, 1, 2], [2, 3, 3]];[[3, 2, 2], [3, 3, 2], [3, 1, 2], [1, 1, 2], [1, 3, 2], [1, 3, 1], [2, 3, 1], [2, 2, 1], [2, 1, 1], [2, 3, 3]];161
[[10, 9, 16], [18, 9, 9], [17, 18, 10]];[[2, 3, 1], [1, 3, 1], [2, 2, 1], [3, 2, 2], [3, 1, 2], [2, 1, 1], [1, 3, 2], [3, 3, 2], [1, 1, 2], [2, 3, 3]];[[3, 2, 2], [3, 3, 2], [3, 1, 2], [1, 1, 2], [1, 3, 2], [1, 3, 1], [2, 3, 1], [2, 1, 1], [2, 2, 1], [2, 3, 3]];161
[[10, 9, 16], [18, 9, 9], [17, 18, 10]];[[2, 3, 1], [1, 3, 1], [2, 2, 1], [3, 2, 2], [3, 1, 2], [2, 1, 1], [1, 3, 2], [3, 3, 2], [1, 1, 2], [2, 3, 3]];[[3, 2, 2], [3, 3, 2], [3, 1, 2], [1, 1, 2], [1, 3, 2], [1, 3, 1], [2, 2, 1], [2, 1, 1], [2, 3, 1], [2, 3, 3]];161
[[10, 9, 16], [18, 9, 9], [17, 18, 10]];[[2, 3, 1], [1, 3, 1], [2, 2, 1], [3, 2, 2], [3, 1, 2], [2, 1, 1], [1, 3, 2], [3, 3, 2], [1, 1, 2], [2, 3, 3]];[[3, 2, 2], [3, 3, 2], [3, 1, 2], [1, 1, 2], [1, 3, 2], [1, 3, 1], [2, 1, 1], [2, 2, 1], [2, 3, 1], [2, 3, 3]];161
[[14, 8, 6], [9, 10, 17], [11, 6, 8]];[[3, 1, 2], [3, 1, 1], [1, 2, 3], [3, 3, 2], [1, 3, 3], [3, 3, 1], [1, 1, 1], [1, 1, 2], [2, 1, 2], [1, 2, 2]];[[3, 3, 2], [3, 3, 1], [1, 3, 3], [1, 2, 3], [1, 2, 2], [1, 1, 2], [1, 1, 1], [3, 1, 1], [3, 1, 2], [2, 1, 2]];118
[[5, 15, 13], [18, 11, 19], [19, 20, 5]];[[1, 2, 1], [2, 2, 1], [3, 2, 2], [3, 3, 2], [1, 3, 3], [1, 1, 1], [2, 3, 3], [2, 1, 2], [1, 2, 2], [2, 1, 3]];[[2, 2, 1], [1, 2, 1], [1, 1, 1], [2, 1, 2], [2, 1, 3], [2, 3, 3], [1, 3, 3], [3, 3, 2], [3, 2, 2], [1, 2, 2]];181
[[5, 15, 13], [18, 11, 19], [19, 20, 5]];[[1, 2, 1], [2, 2, 1], [3, 2, 2], [3, 3, 2], [1, 3, 3], [1, 1, 1], [2, 3, 3], [2, 1, 2], [1, 2, 2], [2, 1, 3]];[[2, 2, 1], [1, 2, 1], [1, 1, 1], [2, 1, 3], [2, 1, 2], [1, 2, 2], [3, 2, 2], [3, 3, 2], [1, 3, 3], [2, 3, 3]];181
[[5, 15, 13], [18, 11, 19], [19, 20, 5]];[[1, 2, 1], [2, 2, 1], [3, 2, 2], [3, 3, 2], [1, 3, 3], [1, 1, 1], [2, 3, 3], [2, 1, 2], [1, 2, 2], [2, 1, 3]];[[2, 2, 1], [1, 2, 1], [1, 1, 1], [2, 1, 3], [2, 1, 2], [1, 2, 2], [3, 2, 2], [3, 3, 2], [2, 3, 3], [1, 3, 3]];181
[[5, 15, 13], [18, 11, 19], [19, 20, 5]];[[1, 2, 1], [2, 2, 1], [3, 2, 2], [3, 3, 2], [1, 3, 3], [1, 1, 1], [2, 3, 3], [2, 1, 2], [1, 2, 2], [2, 1, 3]];[[1, 3, 3], [2, 3, 3], [3, 3, 2], [3, 2, 2], [1, 2, 2], [2, 1, 2], [2, 1, 3], [1, 1, 1], [1, 2, 1], [2, 2, 1]];181
[[7, 8, 10], [9, 13, 5], [19, 6, 20]];[[2, 3, 1], [1, 1, 1], [3, 1, 1], [3, 2, 3], [1, 3, 3], [3, 2, 2], [3, 1, 3], [2, 2, 2], [1, 3, 1], [1, 1, 3]];[[2, 3, 1], [1, 3, 1], [1, 1, 1], [3, 1, 1], [3, 1, 3], [1, 1, 3], [1, 3, 3], [3, 2, 3], [3, 2, 2], [2, 2, 2]];127
[[8, 11, 17], [13, 5, 20], [10, 8, 5]];[[2, 3, 1], [3, 3, 2], [3, 3, 3], [1, 1, 3], [2, 1, 2], [1, 3, 1], [1, 1, 1], [1, 1, 2], [2, 3, 3], [3, 2, 2]];[[2, 1, 2], [1, 1, 2], [1, 1, 3], [1, 1, 1], [1, 3, 1], [2, 3, 1], [2, 3, 3], [3, 3, 3], [3, 3, 2], [3, 2, 2]];121
[[13, 7, 16], [9, 11, 10], [6, 5, 20]];[[3, 3, 2], [2, 1, 1], [1, 3, 3], [3, 2, 2], [1, 3, 1], [3, 2, 1], [3, 1, 1], [1, 3, 2], [3, 1, 3], [1, 2, 1]];[[3, 3, 2], [3, 2, 2], [3, 2, 1], [1, 2, 1], [1, 3, 1], [1, 3, 2], [1, 3, 3], [3, 1, 3], [3, 1, 1], [2, 1, 1]];134
[[13, 7, 16], [9, 11, 10], [6, 5, 20]];[[3, 3, 2], [2, 1, 1], [1, 3, 3], [3, 2, 2], [1, 3, 1], [3, 2, 1], [3, 1, 1], [1, 3, 2], [3, 1, 3], [1, 2, 1]];[[2, 1, 1], [3, 1, 1], [3, 1, 3], [1, 3, 3], [1, 3, 2], [1, 3, 1], [1, 2, 1], [3, 2, 1], [3, 2, 2], [3, 3, 2]];134
[[20, 10, 11], [15, 15, 16], [14, 17, 9]];[[3, 2, 2], [3, 2, 3], [3, 3, 2], [1, 1, 2], [3, 3, 1], [2, 1, 2], [2, 2, 2], [2, 1, 1], [1, 2, 1], [2, 1, 3]];[[3, 2, 3], [1, 2, 1], [1, 1, 2], [2, 1, 2], [2, 2, 2], [3, 2, 2], [3, 3, 2], [3, 3, 1], [2, 1, 1], [2, 1, 3]];201
[[18, 17, 13], [5, 9, 16], [8, 13, 9]];[[2, 1, 1], [1, 3, 2], [3, 2, 1], [2, 2, 3], [2, 2, 2], [1, 2, 1], [3, 3, 3], [1, 3, 3], [2, 2, 1], [1, 1, 2]];[[2, 1, 1], [2, 2, 3], [2, 2, 2], [2, 2, 1], [3, 2, 1], [1, 2, 1], [1, 1, 2], [1, 3, 2], [1, 3, 3], [3, 3, 3]];156
[[18, 17, 13], [5, 9, 16], [8, 13, 9]];[[2, 1, 1], [1, 3, 2], [3, 2, 1], [2, 2, 3], [2, 2, 2], [1, 2, 1], [3, 3, 3], [1, 3, 3], [2, 2, 1], [1, 1, 2]];[[2, 1, 1], [2, 2, 2], [2, 2, 3], [2, 2, 1], [3, 2, 1], [1, 2, 1], [1, 1, 2], [1, 3, 2], [1, 3, 3], [3, 3, 3]];156
[[18, 17, 13], [5, 9, 16], [8, 13, 9]];[[2, 1, 1], [1, 3, 2], [3, 2, 1], [2, 2, 3], [2, 2, 2], [1, 2, 1], [3, 3, 3], [1, 3, 3], [2, 2, 1], [1, 1, 2]];[[2, 1, 1], [2, 2, 1], [2, 2, 3], [2, 2, 2], [3, 2, 1], [1, 2, 1], [1, 1, 2], [1, 3, 2], [1, 3, 3], [3, 3, 3]];156
[[18, 17, 13], [5, 9, 16], [8, 13, 9]];[[2, 1, 1], [1, 3, 2], [3, 2, 1], [2, 2, 3], [2, 2, 2], [1, 2, 1], [3, 3, 3], [1, 3, 3], [2, 2, 1], [1, 1, 2]];[[2, 1, 1], [2, 2, 1], [2, 2, 2], [2, 2, 3], [3, 2, 1], [1, 2, 1], [1, 1, 2], [1, 3, 2], [1, 3, 3], [3, 3, 3]];156
[[18, 17, 13], [5, 9, 16], [8, 13, 9]];[[2, 1, 1], [1, 3, 2], [3, 2, 1], [2, 2, 3], [2, 2, 2], [1, 2, 1], [3, 3, 3], [1, 3, 3], [2, 2, 1], [1, 1, 2]];[[2, 1, 1], [2, 2, 1], [2, 2, 2], [2, 2, 3], [3, 3, 3], [1, 3, 3], [1, 3, 2], [1, 1, 2], [1, 2, 1], [3, 2, 1]];156
[[18, 17, 13], [5, 9, 16], [8, 13, 9]];[[2, 1, 1], [1, 3, 2], [3, 2, 1], [2, 2, 3], [2, 2, 2], [1, 2, 1], [3, 3, 3], [1, 3, 3], [2, 2, 1], [1, 1, 2]];[[3, 2, 1], [1, 2, 1], [1, 1, 2], [1, 3, 2], [1, 3, 3], [3, 3, 3], [2, 2, 3], [2, 2, 2], [2, 2, 1], [2, 1, 1]];156
[[7, 19, 18], [15, 9, 14], [18, 5, 11]];[[2, 2, 3], [3, 2, 3], [2, 3, 2], [2, 1, 3], [3, 3, 2], [3, 2, 1], [1, 1, 2], [2, 1, 2], [3, 2, 2], [1, 2, 3]];[[2, 3, 2], [3, 3, 2], [3, 2, 2], [3, 2, 1], [3, 2, 3], [1, 2, 3], [2, 2, 3], [2, 1, 3], [2, 1, 2], [1, 1, 2]];147
[[18, 18, 20], [9, 8, 19], [11, 16, 12]];[[2, 1, 1], [1, 1, 3], [2, 1, 3], [2, 1, 2], [2, 3, 2], [2, 3, 1], [3, 3, 2], [3, 2, 3], [3, 1, 1], [2, 3, 3]];[[1, 1, 3], [2, 1, 3], [2, 1, 2], [2, 1, 1], [2, 3, 1], [2, 3, 3], [2, 3, 2], [3, 3, 2], [3, 2, 3], [3, 1, 1]];191
[[18, 18, 20], [9, 8, 19], [11, 16, 12]];[[2, 1, 1], [1, 1, 3], [2, 1, 3], [2, 1, 2], [2, 3, 2], [2, 3, 1], [3, 3, 2], [3, 2, 3], [3, 1, 1], [2, 3, 3]];[[1, 1, 3], [2, 1, 3], [2, 1, 2], [2, 1, 1], [2, 3, 1], [2, 3, 3], [2, 3, 2], [3, 3, 2], [3, 1, 1], [3, 2, 3]];191
[[18, 18, 20], [9, 8, 19], [11, 16, 12]];[[2, 1, 1], [1, 1, 3], [2, 1, 3], [2, 1, 2], [2, 3, 2], [2, 3, 1], [3, 3, 2], [3, 2, 3], [3, 1, 1], [2, 3, 3]];[[1, 1, 3], [2, 1, 3], [2, 3, 3], [2, 3, 1], [2, 1, 1], [2, 1, 2], [2, 3, 2], [3, 3, 2], [3, 2, 3], [3, 1, 1]];191
[[18, 18, 20], [9, 8, 19], [11, 16, 12]];[[2, 1, 1], [1, 1, 3], [2, 1, 3], [2, 1, 2], [2, 3, 2], [2, 3, 1], [3, 3, 2], [3, 2, 3], [3, 1, 1], [2, 3, 3]];[[1, 1, 3], [2, 1, 3], [2, 3, 3], [2, 3, 1], [2, 1, 1], [2, 1, 2], [2, 3, 2], [3, 3, 2], [3, 1, 1], [3, 2, 3]];191
[[13, 20, 9], [10, 7, 12], [5, 11, 9]];[[1, 3, 3], [3, 2, 1], [2, 1, 1], [3, 1, 1], [3, 3, 1], [1, 2, 2], [1, 1, 3], [2, 1, 3], [1, 2, 3], [2, 2, 2]];[[1, 3, 3], [1, 1, 3], [1, 2, 3], [1, 2, 2], [2, 2, 2], [2, 1, 3], [2, 1, 1], [3, 1, 1], [3, 2, 1], [3, 3, 1]];134
